profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,fake
1,0.7,1,0.41,1,3,1,1,6,69,753,1
1,0.16,2,0.08,0,129,1,1,882,3905,546,0
1,0.02,3,0.06,0,132,0,0,938,1360,987,0
1,0.15,1,0.04,0,24,1,1,952,3507,234,0
1,0.18,2,0.05,0,101,0,0,252,5830,829,0
0,0.91,1,0.38,1,17,0,0,6,87,1670,1
1,0.17,4,0.05,0,36,1,1,507,8378,956,0
0,0.91,1,0.06,1,10,0,1,16,84,1895,1
1,0.26,4,0.07,0,28,1,1,147,4320,313,0
0,0.87,1,0.44,1,3,0,0,19,65,791,1
1,0.11,2,0.07,1,143,1,1,714,6114,439,0
1,0.15,1,0.02,0,95,1,1,583,1804,116,0
0,0.85,1,0.47,0,5,0,0,15,86,1598,1
0,0.59,1,0.4,1,10,0,1,0,91,415,1
0,0.85,1,0.47,1,13,0,0,14,44,1884,1
0,0.84,1,0.26,0,12,0,1,14,84,1105,1
1,0.15,3,0.03,1,77,1,1,297,4442,167,0
1,0.11,3,0.0,0,109,1,1,148,7633,264,0
0,0.74,0,0.29,1,16,0,1,17,95,1099,1
1,0.16,4,0.1,0,122,1,1,270,5490,223,0
0,0.6,1,0.39,1,15,0,1,18,49,1606,1
1,0.24,3,0.07,0,100,0,0,319,5933,107,0
0,0.78,1,0.34,1,11,0,1,2,77,1726,1
1,0.15,1,0.08,0,89,0,1,275,7703,645,0
1,0.01,1,0.1,1,136,0,1,543,9210,420,0
1,0.15,3,0.01,0,143,1,0,573,3634,518,0
0,0.93,0,0.22,1,9,0,0,4,90,1472,1
1,0.24,4,0.04,0,118,1,1,241,7947,657,0
1,0.02,2,0.05,0,147,0,1,334,5701,792,0
1,0.24,3,0.08,1,51,1,1,303,9308,514,0
0,0.84,1,0.26,1,14,0,0,5,12,1154,1
1,0.12,2,0.02,0,119,1,1,765,8376,740,0
1,0.19,4,0.07,0,64,1,1,720,8439,384,0
0,0.55,0,0.4,1,11,0,0,7,45,1970,1
1,0.0,2,0.04,0,68,1,1,599,7942,543,0
0,0.84,1,0.12,1,5,0,1,12,16,1997,1
1,0.27,3,0.01,0,72,0,1,349,8117,192,0
1,0.09,1,0.04,1,82,1,1,937,6717,464,0
0,0.71,1,0.09,0,16,0,0,19,31,1152,1
0,0.69,0,0.08,1,5,0,0,3,54,1851,1
1,0.23,1,0.0,0,88,0,1,629,8541,212,0
1,0.69,1,0.35,1,11,0,1,4,79,756,1
1,0.02,2,0.03,0,129,1,1,968,9820,148,0
0,0.53,0,0.25,1,7,0,1,12,72,1813,1
1,0.13,4,0.07,0,139,0,1,70,7549,232,0
1,0.29,1,0.07,0,87,0,1,779,2626,732,0
0,0.58,0,0.06,0,2,0,0,19,29,1480,1
0,0.6,0,0.25,0,13,1,1,19,86,1400,1
0,0.93,1,0.34,1,4,0,0,0,20,1552,1
0,0.58,0,0.44,1,8,0,1,8,78,1547,1
0,0.55,0,0.02,0,18,0,0,11,75,301,1
0,0.56,1,0.48,1,2,0,1,5,87,423,1
1,0.05,1,0.05,0,63,0,0,745,8680,118,0
1,0.24,3,0.05,0,137,0,1,266,6466,384,0
1,0.09,2,0.04,1,38,0,1,664,3409,331,0
0,0.84,1,0.36,1,3,1,0,3,22,1097,1
1,0.12,2,0.07,0,57,1,1,662,3730,909,0
0,0.99,1,0.2,0,9,0,0,17,78,1255,1
0,0.78,0,0.17,1,3,0,0,16,25,1467,1
1,0.28,3,0.06,0,32,1,1,668,6677,221,0
1,0.14,2,0.02,0,22,1,1,656,1522,236,0
0,0.63,0,0.43,1,2,0,1,9,82,420,1
1,0.01,1,0.04,0,117,0,0,679,8358,534,0
1,0.19,2,0.08,0,88,0,1,933,433,559,0
1,0.23,3,0.06,0,128,0,1,903,703,538,0
1,0.24,1,0.08,0,120,1,1,215,9406,406,0
0,0.74,0,0.31,0,2,0,0,0,39,1184,1
1,0.27,2,0.06,0,61,0,1,559,4235,406,0
1,0.22,4,0.07,0,116,0,1,784,679,623,0
0,0.64,1,0.24,1,5,1,1,16,93,588,1
1,0.11,1,0.08,0,82,0,1,879,7837,114,0
0,0.68,0,0.22,1,13,0,1,2,65,1045,1
1,0.5,0,0.21,1,15,0,1,7,51,1748,1
1,0.18,2,0.04,0,69,0,1,203,5819,690,0
0,0.59,1,0.04,1,5,0,1,0,36,1932,1
1,0.14,1,0.06,0,33,0,1,388,4623,267,0
1,0.11,2,0.01,0,134,1,0,84,9086,512,0
1,0.21,3,0.1,0,104,1,0,374,8425,571,0
1,0.05,4,0.02,0,100,0,1,423,4722,346,0
1,0.28,4,0.02,0,81,0,1,359,1326,308,0
1,0.22,2,0.04,0,109,1,1,720,7545,108,0
1,0.18,3,0.06,0,99,0,1,738,4836,710,0
1,0.75,1,0.22,1,14,0,1,10,70,1167,1
1,0.25,1,0.04,0,80,1,1,644,7993,510,0
1,0.61,1,0.12,1,7,0,1,20,59,1306,1
0,0.51,1,0.07,0,3,0,1,9,73,1312,1
1,0.66,1,0.22,1,1,0,1,1,20,644,1
1,0.03,1,0.08,0,85,0,1,207,2090,353,0
0,0.64,1,0.13,1,3,0,0,8,49,1463,1
0,0.78,0,0.02,1,10,0,0,14,97,1855,1
1,0.08,1,0.05,0,84,0,0,294,2529,893,0
0,0.57,1,0.2,1,17,0,0,12,69,226,1
1,0.16,3,0.08,0,117,0,0,54,2246,113,0
1,0.82,0,0.38,0,16,0,0,15,74,576,1
1,0.87,0,0.07,1,3,0,0,17,53,1782,1
1,0.22,1,0.08,0,78,0,1,170,9843,573,0
0,0.89,1,0.42,1,11,1,0,8,99,1836,1
1,0.07,1,0.05,0,150,1,1,903,2504,982,0
1,0.16,4,0.08,0,48,1,1,568,9938,435,0
1,0.16,2,0.01,0,44,0,1,434,8941,766,0
1,0.88,0,0.47,1,12,0,1,9,39,1115,1
1,0.54,1,0.07,1,7,0,0,3,11,451,1
1,0.15,2,0.0,0,75,0,0,96,7425,510,0
1,0.26,2,0.01,0,84,1,1,56,9134,866,0
1,0.2,4,0.08,0,139,1,1,179,6139,249,0
1,0.87,0,0.02,1,3,1,0,7,23,1727,1
1,0.04,4,0.03,0,49,0,1,998,3566,862,0
1,0.58,1,0.3,1,4,0,0,15,28,1985,1
0,0.57,1,0.39,1,0,0,0,6,40,777,1
1,0.56,0,0.08,0,1,0,1,16,59,426,1
0,0.91,0,0.36,0,1,0,0,2,31,1751,1
0,0.89,0,0.0,1,17,0,0,0,32,1070,1
1,0.16,2,0.04,0,134,0,1,599,9163,797,0
0,0.8,0,0.04,1,0,1,0,18,45,1368,1
1,0.1,1,0.08,0,111,1,1,624,4900,899,0
1,0.29,4,0.05,0,21,0,1,308,7184,542,0
1,0.97,0,0.2,0,14,0,0,3,75,616,1
1,0.03,3,0.09,0,147,1,1,75,5708,392,0
1,0.8,0,0.24,1,10,0,0,13,56,633,1
1,0.09,4,0.01,1,133,1,1,70,2437,603,0
1,0.11,3,0.03,0,71,1,1,356,8189,832,0
0,0.7,1,0.46,1,13,0,1,10,50,1753,1
1,0.08,2,0.08,0,117,1,1,474,5912,599,0
1,0.04,3,0.06,0,140,0,1,145,8303,318,0
0,0.83,1,0.02,0,6,0,0,19,95,1021,1
1,0.05,3,0.05,0,50,1,1,937,7798,941,0
0,0.71,0,0.41,1,3,0,1,3,71,726,1
0,0.69,0,0.25,1,6,0,1,14,51,197,1
1,0.04,1,0.1,0,132,1,1,657,3685,617,0
0,0.76,1,0.35,0,0,0,0,16,70,923,1
0,0.65,1,0.4,0,3,0,1,0,90,1377,1
0,0.52,0,0.36,0,9,0,1,11,14,1991,1
0,0.69,1,0.02,1,5,0,0,17,91,803,1
1,0.07,3,0.01,0,54,0,1,108,8734,723,0
1,0.73,1,0.43,1,16,0,0,17,45,1189,1
0,0.75,0,0.1,1,8,0,0,11,53,1693,1
1,0.15,1,0.08,0,101,0,1,932,5255,145,0
0,0.98,1,0.4,1,20,0,1,20,47,502,1
1,0.59,0,0.14,1,5,0,0,5,39,1069,1
1,0.28,2,0.05,0,22,1,1,432,605,790,0
0,0.51,0,0.16,1,11,0,1,0,67,581,1
1,1.0,1,0.32,1,13,0,1,20,61,1039,1
1,0.2,4,0.03,0,98,0,0,984,4313,246,0
1,0.99,1,0.25,1,12,0,0,7,90,1713,1
0,0.7,1,0.48,1,18,0,0,3,56,1949,1
1,0.24,3,0.05,0,27,1,1,350,3192,775,0
1,0.26,2,0.08,0,47,1,1,441,6478,261,0
0,0.94,0,0.14,1,7,0,1,5,25,1898,1
1,0.13,2,0.02,0,38,1,1,693,4974,573,0
0,0.69,1,0.17,1,10,1,1,12,94,1583,1
0,0.77,0,0.4,0,9,0,0,6,28,231,1
1,0.56,0,0.34,0,2,0,0,9,75,390,1
0,0.65,0,0.4,1,11,0,0,0,90,810,1
1,0.18,2,0.08,0,31,1,1,882,8561,891,0
0,0.5,1,0.43,1,14,0,1,3,84,1971,1
1,0.18,4,0.03,0,134,0,0,310,5980,297,0
0,0.66,0,0.17,1,13,0,1,16,25,828,1
0,0.99,1,0.26,1,9,0,0,11,62,578,1
1,0.12,2,0.03,0,64,1,0,995,1595,148,0
1,0.19,2,0.01,0,138,1,1,168,5254,113,0
1,0.09,3,0.08,1,86,0,1,909,1642,623,0
1,0.17,4,0.05,0,112,1,1,886,2042,753,0
0,0.65,1,0.16,1,4,0,0,3,67,1465,1
0,0.96,0,0.21,1,10,0,1,4,99,475,1
1,0.29,3,0.06,0,46,1,1,310,3814,444,0
0,0.57,1,0.31,1,20,0,0,3,78,430,1
1,0.21,3,0.08,0,134,0,0,478,1115,237,0
0,0.98,0,0.05,1,3,0,0,6,80,855,1
1,0.69,0,0.33,1,15,0,0,7,95,462,1
1,0.28,3,0.01,0,85,1,0,186,9561,323,0
1,0.01,4,0.03,0,107,0,0,62,3017,495,0
0,0.51,1,0.3,1,11,0,0,2,63,168,1
1,0.1,1,0.08,0,147,1,1,943,8686,401,0
1,0.09,3,0.09,0,117,0,0,848,2499,972,0
0,0.67,0,0.3,1,20,0,0,3,33,1628,1
1,0.1,2,0.05,0,75,0,1,90,4097,924,0
1,0.01,2,0.01,0,114,1,1,262,4613,677,0
1,0.07,3,0.07,0,137,0,1,623,2011,903,0
1,0.22,2,0.08,0,118,1,1,732,3551,853,0
1,0.26,3,0.06,0,117,1,1,386,7886,604,0
1,0.29,2,0.07,0,135,1,1,551,395,668,0
1,0.18,2,0.01,0,100,1,1,188,4996,989,0
1,0.69,1,0.05,1,3,0,0,17,96,1594,1
0,0.81,0,0.09,1,7,0,1,3,43,137,1
1,0.69,0,0.48,1,13,0,0,12,17,1163,1
0,0.9,1,0.37,1,13,0,1,9,31,828,1
0,0.84,1,0.26,1,13,0,0,2,70,1269,1
1,0.15,4,0.07,0,121,1,1,712,5905,676,0
0,0.77,1,0.29,1,16,0,1,0,52,1943,1
0,0.66,1,0.39,1,17,1,0,3,77,520,1
1,0.53,1,0.45,1,15,0,0,9,89,140,1
0,0.7,0,0.2,1,12,0,0,14,84,949,1
1,0.78,0,0.29,1,4,1,0,0,29,426,1
0,0.95,0,0.2,1,16,0,0,14,71,849,1
0,0.56,1,0.44,1,0,1,0,19,36,840,1
1,0.07,3,0.07,0,35,1,1,199,7414,105,0
1,0.14,4,0.01,0,126,1,0,311,5664,522,0
0,0.64,0,0.16,1,1,0,1,18,12,1262,1
1,0.03,1,0.09,1,125,1,1,165,9899,279,0
1,0.91,1,0.31,1,2,0,1,6,31,1311,1
1,0.08,1,0.05,0,117,1,1,708,3787,759,0
0,0.55,0,0.38,1,1,0,0,0,26,1030,1
1,0.64,1,0.4,1,19,0,0,6,95,1379,1
1,0.83,1,0.45,0,18,0,0,1,86,885,1
1,0.27,2,0.07,0,38,0,1,813,427,912,0
0,0.51,0,0.13,1,17,0,1,2,80,949,1
0,0.57,1,0.37,1,4,0,1,14,35,1889,1
1,0.66,0,0.41,1,4,0,1,14,34,1811,1
0,0.83,1,0.2,1,8,0,0,14,42,1668,1
1,0.17,3,0.02,0,108,1,1,545,3368,378,0
0,0.88,0,0.21,1,6,0,1,14,13,139,1
0,0.52,1,0.09,0,2,0,0,20,36,799,1
0,0.51,0,0.5,1,20,0,1,2,56,359,1
1,0.82,0,0.31,1,10,0,1,6,35,1949,1
1,0.84,0,0.35,1,13,0,1,14,14,1683,1
0,0.87,1,0.01,1,1,0,0,15,27,1719,1
0,0.86,0,0.2,1,13,0,0,6,39,1888,1
1,0.24,4,0.01,0,123,1,1,129,7836,595,0
0,0.61,0,0.1,1,4,0,0,1,86,803,1
1,0.11,2,0.01,0,117,0,0,183,9013,322,0
1,0.88,0,0.08,1,19,0,1,18,45,1787,1
0,0.76,1,0.08,0,10,1,0,10,61,406,1
1,0.1,2,0.04,0,143,1,1,638,5274,522,0
1,0.26,2,0.03,0,121,0,1,142,7570,819,0
0,0.75,0,0.15,1,8,0,0,8,43,556,1
0,0.57,1,0.13,1,3,1,1,11,21,537,1
1,0.21,1,0.08,0,147,1,1,172,5942,699,0
1,0.23,4,0.06,0,98,0,0,131,1859,384,0
1,0.69,1,0.41,1,16,0,0,20,85,1143,1
1,0.26,3,0.04,0,78,1,1,494,8180,213,0
0,0.9,1,0.07,1,14,0,0,10,81,1155,1
1,0.28,1,0.09,0,72,1,1,728,2464,967,0
1,0.78,0,0.3,1,2,0,0,7,88,1468,1
1,0.23,2,0.09,1,40,0,1,993,7639,133,0
1,0.02,1,0.08,0,107,1,1,180,9167,373,0
0,0.61,1,0.28,1,1,0,0,8,22,1473,1
1,0.15,4,0.06,0,32,1,1,452,4176,953,0
0,0.97,0,0.45,1,6,0,0,20,16,1826,1
1,0.92,1,0.37,1,17,0,0,17,83,1743,1
1,0.01,2,0.09,1,35,0,1,610,4350,664,0
1,0.19,2,0.07,0,110,0,1,292,6012,559,0
1,0.21,3,0.02,0,145,1,1,695,8678,647,0
0,0.89,0,0.25,1,13,0,1,17,89,1688,1
1,0.12,2,0.06,0,147,1,1,517,6523,637,0
1,0.29,2,0.09,0,33,0,1,870,9709,542,0
0,0.7,0,0.25,0,17,0,0,18,14,1800,1
1,0.07,3,0.0,0,84,0,0,386,7444,283,0
0,0.69,1,0.46,1,11,0,0,17,29,599,1
0,0.62,0,0.17,0,13,0,1,3,100,1169,1
0,0.92,1,0.33,1,3,0,0,19,50,1375,1
0,0.63,1,0.05,1,20,0,0,8,10,460,1
0,0.55,0,0.21,0,5,0,0,2,67,331,1
1,0.16,4,0.02,0,30,1,1,197,2472,595,0
0,0.54,0,0.18,0,7,0,1,4,87,1913,1
0,1.0,0,0.29,1,4,0,0,3,38,1008,1
1,0.07,4,0.02,0,42,1,0,63,7932,526,0
1,0.21,4,0.07,0,33,0,1,560,9506,459,0
0,0.6,0,0.48,1,15,0,0,3,46,1350,1
0,0.85,1,0.26,1,13,0,0,11,25,1415,1
0,0.94,1,0.27,0,3,0,0,11,66,1742,1
1,0.17,1,0.04,0,63,0,0,164,1880,246,0
1,0.08,2,0.05,0,102,0,1,947,6846,848,0
0,0.54,1,0.21,0,14,0,1,8,51,1629,1
1,0.17,2,0.08,0,116,0,0,386,2367,676,0
1,0.1,2,0.03,0,55,1,1,253,8302,810,0
1,0.26,1,0.09,0,88,0,0,318,9330,137,0
0,0.59,0,0.45,1,8,0,0,13,85,1680,1
1,0.97,1,0.32,1,17,0,1,4,40,442,1
1,0.06,4,0.09,0,128,0,1,670,8193,835,0
1,0.51,0,0.5,1,11,0,0,4,61,614,1
0,0.87,0,0.36,1,2,0,0,11,68,164,1
1,0.22,4,0.01,0,74,1,1,867,621,679,0
1,0.53,1,0.42,0,20,0,1,15,69,1515,1
1,0.1,1,0.05,0,35,1,0,935,5513,826,0
1,0.26,1,0.01,0,49,1,1,974,6523,441,0
1,0.29,3,0.02,0,135,1,1,938,7576,830,0
1,0.84,1,0.09,1,19,0,0,13,40,1638,1
0,0.52,1,0.04,1,9,1,0,18,65,1016,1
1,0.92,0,0.01,1,3,0,0,19,54,1638,1
1,0.51,1,0.09,1,6,0,0,13,55,914,1
1,0.2,2,0.08,0,150,1,1,350,7903,883,0
1,0.02,4,0.07,0,87,1,0,417,8918,357,0
1,0.9,0,0.07,1,1,1,0,3,47,744,1
1,0.08,1,0.06,0,48,1,1,255,9397,454,0
1,0.91,0,0.42,1,19,0,1,16,54,1846,1
1,0.68,0,0.15,1,13,0,1,11,86,1932,1
0,0.66,1,0.04,0,5,0,1,20,34,1924,1
1,0.3,3,0.08,0,139,0,1,741,3373,357,0
1,0.06,4,0.05,0,123,1,1,323,3556,150,0
1,0.08,3,0.09,0,76,1,1,950,5513,147,0
1,0.26,1,0.09,0,128,0,0,922,8310,451,0
1,0.28,4,0.1,1,122,1,0,858,5013,173,0
1,0.64,1,0.25,1,7,0,1,2,71,1642,1
0,0.62,0,0.12,1,10,0,0,15,48,1265,1
0,0.95,1,0.3,1,10,0,0,15,11,596,1
1,0.22,2,0.06,0,57,1,0,879,3074,649,0
1,0.03,4,0.05,1,35,0,1,71,4247,588,0
1,0.26,4,0.08,0,109,0,1,708,1431,439,0
1,0.04,4,0.05,0,38,0,1,633,1165,978,0
0,0.75,1,0.45,0,6,1,1,6,17,669,1
0,0.59,1,0.14,1,15,0,0,1,74,687,1
1,0.06,3,0.0,0,149,0,1,295,9465,625,0
1,0.16,3,0.04,0,89,1,1,86,4650,480,0
1,0.53,0,0.04,1,17,0,0,6,22,530,1
1,0.19,3,0.02,1,121,0,1,135,6362,113,0
1,0.03,4,0.09,1,116,1,1,176,284,649,0
1,0.21,1,0.02,0,85,1,1,214,6146,770,0
0,0.67,1,0.17,1,11,0,1,10,47,1637,1
1,0.19,4,0.08,0,86,0,1,404,9939,987,0
1,0.14,3,0.08,0,53,0,1,318,8292,427,0
0,0.69,0,0.46,0,1,0,1,19,32,205,1
1,0.18,4,0.07,0,104,1,1,118,9250,570,0
1,0.16,1,0.0,0,80,0,1,721,4296,320,0
0,0.81,0,0.08,0,16,1,1,5,31,1174,1
1,0.29,3,0.01,1,101,0,1,980,3022,972,0
1,0.57,0,0.29,0,7,0,1,10,11,1977,1
1,0.02,1,0.08,0,36,0,0,994,2593,193,0
1,0.27,3,0.08,0,73,0,1,343,3111,673,0
0,0.82,1,0.44,0,17,0,0,2,61,831,1
1,0.02,4,0.09,0,44,0,1,757,4200,802,0
0,0.8,1,0.28,1,19,0,1,14,87,1149,1
0,0.98,0,0.42,1,18,0,0,17,99,537,1
0,0.7,0,0.01,1,12,0,0,3,70,746,1
0,0.98,1,0.07,1,20,0,0,1,100,1789,1
1,0.29,1,0.09,0,97,1,0,877,2408,149,0
1,0.23,2,0.02,0,120,0,1,750,8326,181,0
1,0.11,1,0.03,0,23,0,1,303,2637,983,0
1,0.07,2,0.07,1,137,0,1,379,8513,685,0
1,0.1,2,0.05,0,56,1,1,334,8346,532,0
1,0.16,2,0.08,0,88,0,1,858,6362,235,0
0,0.95,0,0.26,1,13,0,0,14,72,173,1
1,0.75,1,0.36,0,12,0,1,17,18,1030,1
1,0.25,4,0.07,0,87,1,1,940,4483,530,0
0,0.51,0,0.05,1,20,0,1,14,62,1027,1
1,0.04,2,0.06,1,27,0,1,473,1965,566,0
1,0.03,1,0.09,0,132,0,1,203,9256,808,0
1,0.21,1,0.08,0,37,1,1,801,8045,877,0
1,0.18,3,0.08,0,102,1,1,772,4353,523,0
1,0.53,0,0.36,1,18,0,1,20,57,1307,1
1,0.3,4,0.05,0,38,0,1,614,3219,860,0
1,0.12,4,0.07,0,124,0,0,274,4925,937,0
1,0.14,3,0.1,0,43,0,1,718,4322,313,0
1,0.67,0,0.42,1,11,0,0,14,40,909,1
1,0.09,3,0.02,0,65,0,1,885,3691,531,0
1,0.02,3,0.09,0,85,1,0,350,6926,196,0
1,0.22,1,0.09,0,130,1,1,449,4602,944,0
1,0.12,2,0.08,0,52,0,1,873,2373,762,0
1,0.22,2,0.02,1,85,1,1,435,6034,884,0
0,0.91,1,0.28,1,8,0,0,7,75,676,1
0,0.92,1,0.28,1,18,0,1,4,17,274,1
1,0.04,2,0.08,0,41,0,1,392,5203,469,0
0,0.89,0,0.2,1,20,0,0,2,95,1306,1
1,0.04,3,0.05,0,37,0,1,340,1460,164,0
1,0.19,3,0.03,0,28,0,0,845,8528,683,0
0,0.64,0,0.18,1,20,0,0,4,40,1658,1
1,0.04,2,0.0,0,119,0,1,269,2703,564,0
1,0.2,1,0.01,0,43,1,1,124,5860,547,0
1,0.05,3,0.01,0,72,0,0,864,6419,833,0
1,0.25,3,0.01,0,93,0,1,792,7680,278,0
0,0.59,1,0.36,1,19,0,0,0,85,1561,1
1,0.1,4,0.01,0,30,0,1,894,4897,775,0
0,0.66,1,0.39,1,9,0,0,15,10,582,1
1,0.8,1,0.24,1,11,0,0,10,29,1635,1
0,0.75,0,0.04,0,11,0,0,15,66,142,1
0,0.54,0,0.45,0,15,0,0,20,87,725,1
0,0.66,1,0.49,0,9,0,0,16,62,1790,1
1,0.22,3,0.04,0,105,1,0,858,413,106,0
1,0.14,2,0.06,0,42,1,1,849,9953,508,0
1,0.17,1,0.06,1,139,1,1,553,311,954,0
0,0.54,0,0.18,1,7,0,1,5,37,1827,1
1,0.3,2,0.0,0,66,0,1,636,9483,276,0
0,0.54,1,0.22,1,14,1,0,20,49,657,1
1,0.01,2,0.03,0,99,0,1,326,867,420,0
1,0.55,0,0.42,1,16,0,1,19,47,1289,1
1,0.15,2,0.1,0,26,1,0,626,5629,288,0
0,0.87,1,0.31,0,0,0,1,0,56,955,1
1,0.02,3,0.09,0,54,0,0,508,2622,213,0
1,0.29,1,0.04,0,45,1,1,766,379,370,0
1,0.13,4,0.07,0,39,1,1,111,3482,878,0
1,0.95,1,0.08,0,1,0,1,11,69,858,1
1,0.1,2,0.04,0,86,1,1,937,3721,192,0
0,0.91,0,0.36,1,3,0,0,5,18,598,1
0,0.71,0,0.3,1,14,0,0,3,42,1853,1
1,0.74,1,0.14,1,13,0,0,3,65,937,1
1,0.53,1,0.47,1,8,1,1,16,69,781,1
0,0.56,1,0.11,0,12,0,0,8,59,703,1
1,0.26,2,0.01,0,113,1,0,786,9306,494,0
1,0.01,4,0.05,0,147,1,0,757,1095,985,0
0,0.59,1,0.23,0,13,0,0,16,27,1354,1
1,0.14,2,0.1,1,89,1,1,772,3140,306,0
0,0.78,0,0.23,1,18,0,1,1,57,1657,1
0,0.87,0,0.22,1,20,0,0,8,40,1135,1
1,0.04,1,0.03,0,76,1,0,873,9547,313,0
0,0.74,0,0.22,1,2,0,0,10,76,703,1
1,0.11,1,0.02,0,40,0,1,336,7293,861,0
0,0.52,0,0.28,0,1,1,1,8,63,380,1
1,0.26,3,0.05,0,96,1,1,422,1621,435,0
1,0.29,1,0.09,0,127,0,0,199,4725,891,0
1,0.51,1,0.44,1,3,0,0,7,72,1591,1
1,0.02,3,0.02,0,104,1,1,709,6674,446,0
0,0.51,0,0.12,1,14,1,0,12,97,1279,1
0,0.72,0,0.05,0,13,0,0,0,54,458,1
0,0.75,0,0.12,0,4,0,1,0,94,200,1
0,0.7,1,0.1,1,11,0,1,16,86,1722,1
0,0.66,0,0.05,1,19,1,0,1,63,1260,1
1,0.27,3,0.04,0,120,1,0,884,2103,633,0
1,0.06,4,0.07,0,82,0,0,521,9773,479,0
1,0.01,3,0.08,0,95,0,0,475,6792,117,0
1,0.11,4,0.03,0,64,1,1,147,2264,716,0
1,0.27,1,0.01,0,56,1,1,531,4792,434,0
1,0.23,2,0.06,0,78,1,0,973,8623,229,0
1,0.13,2,0.04,0,88,0,1,582,863,961,0
1,0.78,0,0.33,1,14,0,1,0,36,1499,1
1,0.26,3,0.02,0,93,1,1,806,6873,930,0
1,0.01,3,0.05,0,33,0,1,634,8518,975,0
1,0.06,4,0.0,0,129,1,1,579,2295,802,0
1,0.02,4,0.04,0,127,0,1,760,9299,461,0
1,0.83,0,0.19,1,8,0,0,2,25,1437,1
0,0.55,0,0.04,0,13,0,1,8,17,1079,1
0,0.87,0,0.47,1,17,0,1,18,96,106,1
1,0.12,3,0.09,0,93,1,1,555,8468,640,0
0,0.54,1,0.18,1,6,0,1,20,98,726,1
1,0.11,3,0.08,0,141,1,1,89,8520,206,0
0,0.99,0,0.25,1,3,0,0,4,61,967,1
0,0.52,0,0.36,1,4,0,1,12,45,1552,1
0,0.93,1,0.29,1,10,0,1,6,98,1222,1
1,0.59,1,0.48,1,0,0,0,20,54,156,1
0,0.87,0,0.02,0,12,0,1,15,37,1385,1
1,0.21,3,0.05,0,77,1,0,464,2257,925,0
1,0.04,1,0.01,0,131,0,1,180,6271,593,0
1,0.02,4,0.03,0,39,1,0,880,1362,223,0
1,0.14,1,0.06,0,54,1,0,723,6342,273,0
0,0.56,0,0.14,1,3,1,0,3,45,1512,1
1,0.23,1,0.08,0,115,1,1,247,2304,936,0
1,0.13,1,0.08,0,144,1,1,730,1879,336,0
1,0.2,3,0.01,0,92,1,1,665,1637,672,0
1,0.05,1,0.08,1,134,1,0,95,4917,526,0
1,0.21,1,0.05,0,41,1,1,685,2253,525,0
1,0.25,1,0.0,0,131,1,1,726,7539,933,0
0,0.7,1,0.11,1,12,0,1,10,47,1238,1
0,0.53,1,0.1,1,15,0,0,14,47,893,1
1,0.14,3,0.08,0,77,1,1,114,7888,368,0
1,0.02,2,0.05,0,129,0,1,68,270,988,0
0,0.7,1,0.18,1,7,0,0,6,79,1780,1
0,0.83,1,0.36,0,1,0,0,17,85,1022,1
1,0.19,4,0.07,0,150,1,1,392,4037,637,0
1,0.51,1,0.19,1,19,0,1,20,61,643,1
0,0.54,1,0.45,1,10,0,0,17,94,1671,1
0,0.52,0,0.46,0,11,0,0,8,69,941,1
1,0.16,1,0.1,0,44,0,0,467,1132,963,0
1,0.18,1,0.08,0,121,0,1,551,696,192,0
1,0.03,2,0.08,0,119,0,1,617,1608,717,0
1,0.75,0,0.22,1,0,0,1,7,35,1233,1
0,0.64,1,0.06,1,12,1,1,5,87,1502,1
1,0.98,1,0.04,1,4,0,0,10,89,1214,1
1,0.24,4,0.01,0,49,1,1,879,5328,385,0
1,0.9,1,0.14,1,10,1,0,10,22,344,1
1,0.09,3,0.04,0,115,1,1,141,5218,693,0
1,0.11,2,0.09,0,122,0,1,157,4123,482,0
1,0.0,1,0.05,0,29,0,1,887,9970,942,0
0,0.88,0,0.47,1,3,0,1,20,44,619,1
1,0.68,1,0.43,1,10,0,1,7,11,138,1
0,0.88,1,0.12,1,18,0,0,4,52,1476,1
0,0.68,1,0.2,0,18,0,1,7,55,481,1
1,0.28,1,0.1,0,27,0,1,312,346,563,0
1,0.62,1,0.09,1,4,0,1,7,76,732,1
1,0.85,0,0.08,1,10,0,0,7,18,1913,1
1,0.18,3,0.02,1,79,1,1,50,4467,254,0
0,0.77,0,0.27,1,1,0,0,9,37,235,1
1,0.18,1,0.0,0,120,0,0,875,6470,710,0
1,0.08,4,0.06,0,109,1,0,372,7693,473,0
1,0.16,3,0.03,0,53,1,0,124,7699,239,0
1,0.08,4,0.01,0,49,0,1,993,779,214,0
0,0.62,0,0.44,1,7,0,1,13,29,657,1
1,0.28,4,0.09,0,145,0,0,632,7299,329,0
1,0.2,1,0.08,0,59,0,1,987,5887,222,0
0,0.71,0,0.09,1,17,0,0,12,59,540,1
0,0.83,0,0.32,1,19,0,0,16,68,1389,1
0,0.55,0,0.25,1,4,0,1,13,92,1275,1
0,0.93,1,0.24,0,5,0,1,12,73,1276,1
0,0.69,0,0.33,0,17,0,1,14,34,1247,1
1,0.89,0,0.26,1,3,0,1,16,52,1688,1
1,0.15,4,0.01,0,141,0,0,514,4596,858,0
1,0.03,4,0.04,0,118,0,1,146,9800,490,0
